date,pm25,pm10,no2,so2,o3,aqi,temperature,humidity,wind_speed,precipitation,respiratory_cases,cardiovascular_cases,mortality_rate,holiday,year,month,day,day_of_week,day_of_year,week_of_year,quarter,month_sin,month_cos,day_of_week_sin,day_of_week_cos,is_weekend,pm25_lag_1,pm25_lag_2,pm25_lag_3,pm25_lag_7,pm25_lag_14,pm25_lag_30,pm10_lag_1,pm10_lag_2,pm10_lag_3,pm10_lag_7,pm10_lag_14,pm10_lag_30,no2_lag_1,no2_lag_2,no2_lag_3,no2_lag_7,no2_lag_14,no2_lag_30,so2_lag_1,so2_lag_2,so2_lag_3,so2_lag_7,so2_lag_14,so2_lag_30,o3_lag_1,o3_lag_2,o3_lag_3,o3_lag_7,o3_lag_14,o3_lag_30,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_lag_7,aqi_lag_14,aqi_lag_30,pm25_rolling_mean_7,pm25_rolling_std_7,pm25_rolling_mean_14,pm25_rolling_std_14,pm25_rolling_mean_30,pm25_rolling_std_30,pm10_rolling_mean_7,pm10_rolling_std_7,pm10_rolling_mean_14,pm10_rolling_std_14,pm10_rolling_mean_30,pm10_rolling_std_30,no2_rolling_mean_7,no2_rolling_std_7,no2_rolling_mean_14,no2_rolling_std_14,no2_rolling_mean_30,no2_rolling_std_30,so2_rolling_mean_7,so2_rolling_std_7,so2_rolling_mean_14,so2_rolling_std_14,so2_rolling_mean_30,so2_rolling_std_30,o3_rolling_mean_7,o3_rolling_std_7,o3_rolling_mean_14,o3_rolling_std_14,o3_rolling_mean_30,o3_rolling_std_30,aqi_rolling_mean_7,aqi_rolling_std_7,aqi_rolling_mean_14,aqi_rolling_std_14,aqi_rolling_mean_30,aqi_rolling_std_30
2024-09-11 15:35:28.099082,79.6953664344878,117.5274734766461,22.88138500590833,12.647406319451342,57.43635850487664,159.3907328689756,35.89601454577663,52.922452814653504,12.524437970997406,0.2718254255408245,87.0,52.0,1.338865031616769,0,2024,9,11,2,255,37,3,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,60.24958319503738,60.24958319503738,67.72475583725404,63.53256605147258,60.06955620092429,71.02700864932852,96.22337089351564,96.22337089351564,101.50793994928635,95.89698035461218,86.13920954206134,110.04272909449354,39.876868584628426,39.876868584628426,45.77968322758633,37.14946116818065,17.929323950887014,21.08156009777634,11.606253689393192,11.606253689393192,19.18805647582477,8.991636144104987,21.76943509145682,18.28651695234872,29.6515675984036,29.6515675984036,56.18424607031149,24.831154132563743,35.19132444499296,28.9425483715743,120.49916639007478,120.49916639007478,135.44951167450807,127.06513210294516,120.13911240184858,142.05401729865704,63.809906363868286,8.62207111744485,63.347588736750104,7.657858268079623,65.8646418256594,8.587233375197572,100.01106904704304,8.402904870532577,96.46595106631146,10.042682659545218,99.57571422030384,12.69913898372718,31.184794570169437,15.156894199210926,30.46017511711053,11.261256688680016,29.421553701665175,10.35896352144329,12.71072116798797,4.88897583264786,12.550159421521697,4.649107853189244,12.451493635870795,4.7097513292124304,42.47587729269786,13.344809253319458,37.60170214218602,11.399518535238782,37.00781744403479,10.426147102310278,127.6198127277366,17.244142234889665,126.69517747350021,15.31571653615924,131.7292836513188,17.174466750395144
2024-09-11 15:35:29.135945,79.6953664344878,117.5274734766461,22.88138500590833,12.647406319451342,57.43635850487664,159.3907328689756,32.82865904268737,67.45039734002536,0.0,0.32977248834317,87.0,52.0,1.338865031616769,0,2024,9,11,2,255,37,3,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,79.6953664344878,60.24958319503738,60.24958319503738,55.51265002400371,60.06955620092429,71.02700864932852,117.5274734766461,96.22337089351564,96.22337089351564,93.5436940835256,86.13920954206134,110.04272909449354,22.88138500590833,39.876868584628426,39.876868584628426,12.049536680424117,17.929323950887014,21.08156009777634,12.647406319451342,11.606253689393192,11.606253689393192,7.369510763014267,21.76943509145682,18.28651695234872,57.43635850487664,29.6515675984036,29.6515675984036,34.111577603289106,35.19132444499296,28.9425483715743,159.3907328689756,120.49916639007478,120.49916639007478,111.02530004800742,120.13911240184858,142.05401729865704,67.26458013679459,9.539397647563746,64.74943232486179,8.732557711554723,66.15358708516472,8.906818320536937,103.43732324606026,10.053820351389026,98.70796991878181,11.016401168778343,99.82520569970892,12.982236772612309,32.73220147381004,13.319258547952305,30.813893763897767,10.90966727608291,29.481547865269576,10.314111468551134,13.464706247478983,4.2993901473051865,11.898585937807022,3.823564494964542,12.263523281440882,4.579571840244837,45.8079888500675,13.812055850085578,39.190633146463426,12.531790789005456,37.95761111514488,10.95074433417934,134.52916027358918,19.078795295127478,129.49886464972357,17.465115423109438,132.30717417032943,17.81363664107387
2024-09-12 15:35:28.099082,76.7182066789579,116.0990328664291,42.99040066729677,15.440659888335592,74.66017804112741,153.4364133579158,32.82865904268737,67.45039734002536,0.0,0.32977248834317,89.0,54.0,1.3020515795535814,0,2024,9,12,3,256,37,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,79.6953664344878,79.6953664344878,60.24958319503738,55.51265002400371,71.98304392988557,82.38756700404689,117.5274734766461,117.5274734766461,96.22337089351564,93.5436940835256,105.85256102782904,123.81412056883066,22.88138500590833,22.88138500590833,39.876868584628426,12.049536680424117,30.658364412188245,49.9617444292082,12.647406319451342,12.647406319451342,11.606253689393192,7.369510763014267,14.216897890200755,16.05812206214659,57.43635850487664,57.43635850487664,29.6515675984036,34.111577603289106,30.743830385674865,42.714590998255886,159.3907328689756,159.3907328689756,120.49916639007478,111.02530004800742,143.96608785977114,164.77513400809377,70.29394537321662,8.495336584889234,65.0876582355098,9.117494605120852,65.96460840766174,8.605548851828276,106.65951450076076,9.968560570444565,99.4398607643961,11.837355540972261,99.56803610962886,12.560201246324949,37.15232490050614,10.042505328106596,31.69475349640552,11.383697039745297,29.249169739872524,9.907288558951533,14.617727551096314,3.375285463070173,11.985997509102365,3.8939809313294695,12.242941208980517,4.563288202752693,51.60064605547298,16.357444601785534,42.32751512185289,15.418707128534628,39.02246401657392,12.822498348473706,140.58789074643323,16.990673169778464,130.1753164710196,18.234989210241704,131.92921681532349,17.21109770365655
2024-09-12 15:35:29.135945,76.7182066789579,116.0990328664291,42.99040066729677,15.440659888335592,74.66017804112741,153.4364133579158,28.0463045586381,72.46420320194842,12.109040964331216,0.0247097096526447,89.0,54.0,1.3020515795535814,0,2024,9,12,3,256,37,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,76.7182066789579,79.6953664344878,79.6953664344878,67.72475583725404,71.98304392988557,82.38756700404689,116.0990328664291,117.5274734766461,117.5274734766461,101.50793994928635,105.85256102782904,123.81412056883066,42.99040066729677,22.88138500590833,22.88138500590833,45.77968322758633,30.658364412188245,49.9617444292082,15.440659888335592,12.647406319451342,12.647406319451342,19.18805647582477,14.216897890200755,16.05812206214659,74.66017804112741,57.43635850487664,57.43635850487664,56.18424607031149,30.743830385674865,42.714590998255886,153.4364133579158,159.3907328689756,159.3907328689756,135.44951167450807,143.96608785977114,164.77513400809377,71.57872406488859,8.719138590767525,65.42588414615783,9.473830193082177,65.77562973015878,8.28888657449447,108.74395634606685,10.233805915126613,100.17175161001038,12.559105835889724,99.31086651954881,12.117838320549039,36.75385596332192,9.692366877152516,32.57561322891327,11.767968278743275,29.01679161447548,9.47713640815444,14.082385181455004,2.773039329135973,12.073409080397711,3.961069611774497,12.222359136520149,4.546849870415415,54.24006490844668,18.562340309231203,45.464397097242355,17.240457391087528,40.087316918002976,14.372477243338555,143.15744812977718,17.43827718153505,130.85176829231565,18.94766038616435,131.55125946031757,16.577773148988936
2024-09-13 15:35:28.099082,81.94750121346178,120.29147516247404,33.89395052089225,16.377073031782498,81.9875040958361,163.89500242692355,28.0463045586381,72.46420320194842,12.109040964331216,0.0247097096526447,98.0,45.0,1.4276665173610146,0,2024,9,13,4,257,37,3,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,76.7182066789579,76.7182066789579,79.6953664344878,67.72475583725404,54.54806080189144,72.34171288631241,116.0990328664291,116.0990328664291,117.5274734766461,101.50793994928635,80.40376964605773,105.98239172752832,42.99040066729677,42.99040066729677,22.88138500590833,45.77968322758633,27.301957268368263,26.55405089780283,15.440659888335592,15.440659888335592,12.647406319451342,19.18805647582477,9.270340282659827,14.171823691158218,74.66017804112741,74.66017804112741,57.43635850487664,56.18424607031149,41.37569773012453,47.98909173327823,153.4364133579158,153.4364133579158,159.3907328689756,135.44951167450807,109.09612160378288,144.68342577262482,73.61054483291828,9.3086041346474,67.38298703269858,9.875409345930924,66.0958226743971,8.725317605745719,111.42731851937938,10.47987699275405,103.02087343261154,12.250243466409831,99.78783596738035,12.65901594493301,35.0558941480799,8.852342770335802,33.04646988980784,11.672217798678757,29.261454935245126,9.5060654020422,13.680816118020392,2.0086227329916158,12.581032848192185,4.029007554530051,12.295867447874292,4.597002771391884,57.926244626378775,21.36347334904339,48.3652404090789,19.735647597371464,41.22059733008823,16.236541234715517,147.22108966583656,18.617208269294807,134.76597406539716,19.750818691861845,132.1916453487942,17.450635211491434
2024-09-13 15:35:29.135945,81.94750121346178,120.29147516247404,33.89395052089225,16.377073031782498,81.9875040958361,163.89500242692355,30.34437944542756,64.16479272570864,8.553678663030249,0.5754919586306497,98.0,45.0,1.4276665173610146,0,2024,9,13,4,257,37,3,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,81.94750121346178,76.7182066789579,76.7182066789579,60.24958319503738,54.54806080189144,72.34171288631241,120.29147516247404,116.0990328664291,116.0990328664291,96.22337089351564,80.40376964605773,105.98239172752832,33.89395052089225,42.99040066729677,42.99040066729677,39.876868584628426,27.301957268368263,26.55405089780283,16.377073031782498,15.440659888335592,15.440659888335592,11.606253689393192,9.270340282659827,14.171823691158218,81.9875040958361,74.66017804112741,74.66017804112741,29.6515675984036,41.37569773012453,47.98909173327823,163.89500242692355,153.4364133579158,153.4364133579158,120.49916639007478,109.09612160378288,144.68342577262482,76.7102474069789,7.567838959286207,69.34008991923932,9.851100855306257,66.4160156186354,9.12932507728065,114.8656191292306,8.402646435269912,105.86999525521273,11.176849057148246,100.26480541521187,13.160116810717351,34.20119156754616,8.594363832456416,33.51732655070241,11.55503088118888,29.50611825601477,9.528409929806084,14.362361738361724,1.9967412095477588,13.088656615986665,4.027496012748119,12.369375759228433,4.645411243298721,65.40280698315483,18.826319850626845,51.26608372091545,21.53215777679547,42.353877742173495,17.833261545078976,153.4204948139578,15.135677918572442,138.68017983847864,19.70220171061251,132.8320312372708,18.258650154561295
2024-09-14 15:35:28.099082,91.99767104828504,140.73849495471117,21.06375137060624,17.461202113744847,41.98427584715927,183.99534209657008,30.34437944542756,64.16479272570864,8.553678663030249,0.5754919586306497,88.0,34.0,1.447511927642426,0,2024,9,14,5,258,37,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1,81.94750121346178,81.94750121346178,76.7182066789579,60.24958319503738,63.53256605147258,56.397315735655866,120.29147516247404,120.29147516247404,116.0990328664291,96.22337089351564,95.89698035461218,83.9525688027713,33.89395052089225,33.89395052089225,42.99040066729677,39.876868584628426,37.14946116818065,30.07047888340464,16.377073031782498,16.377073031782498,15.440659888335592,11.606253689393192,8.991636144104987,2.80154765580312,81.9875040958361,81.9875040958361,74.66017804112741,29.6515675984036,24.831154132563743,42.9289195710719,163.89500242692355,163.89500242692355,153.4364133579158,120.49916639007478,127.06513210294516,112.79463147131172,81.24568852887141,5.202457611256708,71.37331170472592,11.379256506526822,67.60269412905637,10.049520978799412,121.22492256654424,8.778894249285655,109.07296058379121,14.133187461113911,102.15766962027654,14.723912048509574,31.51360339411442,9.42510523463757,32.36834727944709,11.958777234940015,29.20589400558816,9.651118026383152,15.19878294184053,1.8722237150222565,13.693625613818082,4.000761141730539,12.858030907826492,4.36694230729454,67.1646224472628,15.138969810962777,52.4913067005294,20.368848192559504,42.322389618043076,17.83304515945682,162.49137705774282,10.404915222513488,142.74662340945184,22.75851301305364,135.20538825811275,20.09904195759882
2024-09-14 15:35:29.135945,91.99767104828504,140.73849495471117,21.06375137060624,17.461202113744847,41.98427584715927,183.99534209657008,32.440112556502726,36.2305940875615,9.245803518587609,0.1642813788727737,88.0,34.0,1.447511927642426,0,2024,9,14,5,258,37,3,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1,91.99767104828504,81.94750121346178,81.94750121346178,79.6953664344878,63.53256605147258,56.397315735655866,140.73849495471117,120.29147516247404,120.29147516247404,117.5274734766461,95.89698035461218,83.9525688027713,21.06375137060624,33.89395052089225,33.89395052089225,22.88138500590833,37.14946116818065,30.07047888340464,17.461202113744847,16.377073031782498,16.377073031782498,12.647406319451342,8.991636144104987,2.80154765580312,41.98427584715927,81.9875040958361,81.9875040958361,57.43635850487664,24.831154132563743,42.9289195710719,183.99534209657008,163.89500242692355,163.89500242692355,159.3907328689756,127.06513210294516,112.79463147131172,83.00316061655676,6.506074901070381,73.40653349021251,12.370399709557582,68.78937263947735,10.75767809605855,124.54078277769638,11.199388230593778,112.27592591236973,15.88948524362032,104.05053382534119,15.905518815700297,31.25394144621412,9.72289304361257,31.219368008191783,12.23366502709839,28.905669755161547,9.762739223573071,15.886468055311031,1.649746039428193,14.298594611649502,3.873393157110353,13.346686056424549,4.008302514854841,64.95718206758889,17.70325594339153,53.716529680143374,19.05027146054041,42.290901493912656,17.83277125406738,166.0063212331135,13.012149802140819,146.81306698042502,24.74079941911516,137.5787452789547,21.515356192117096
2024-09-15 15:35:28.099082,46.29285394592303,67.89043036336295,30.64816184607359,13.61201029449671,23.273271804124096,92.58570789184606,32.440112556502726,36.2305940875615,9.245803518587609,0.1642813788727737,82.0,38.0,0.8118500578459937,0,2024,9,15,6,259,37,3,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,91.99767104828504,91.99767104828504,81.94750121346178,79.6953664344878,55.51265002400371,60.80496489976596,140.73849495471117,140.73849495471117,120.29147516247404,117.5274734766461,93.5436940835256,92.80008540281798,21.06375137060624,21.06375137060624,33.89395052089225,22.88138500590833,12.049536680424117,30.85079837093084,17.461202113744847,17.461202113744847,16.377073031782498,12.647406319451342,7.369510763014267,9.349743341124006,41.98427584715927,41.98427584715927,81.9875040958361,57.43635850487664,34.111577603289106,33.30941107638422,183.99534209657008,183.99534209657008,163.89500242692355,159.3907328689756,111.02530004800742,121.60992979953193,78.23137311819035,15.445007206775662,72.74797662749246,13.582333122374454,68.30563560768259,11.434105129756974,117.44977661865595,24.360682541479616,110.4435499323581,19.323867104986984,103.22021199069269,17.117119679252337,32.36348099480916,9.026420629959432,32.5478412343096,10.932482819236323,28.898915204332972,9.761417050029463,16.024268623174656,1.3465193505941788,14.744487435326818,3.336476474509119,13.488761621536973,3.936642470882024,60.076741110338524,23.786152435867862,52.94236498020302,20.0995869184052,41.956363518170654,18.099218678676703,156.4627462363807,30.89001441355135,145.49595325498495,27.1646662447489,136.61127121536518,22.868210259513944
2024-09-15 15:35:29.135945,46.29285394592303,67.89043036336295,30.64816184607359,13.61201029449671,23.273271804124096,92.58570789184606,21.91222892944252,57.92285436150319,2.5826240627837755,0.0154589244453825,82.0,38.0,0.8118500578459937,0,2024,9,15,6,259,37,3,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,46.29285394592303,91.99767104828504,91.99767104828504,76.7182066789579,55.51265002400371,60.80496489976596,67.89043036336295,140.73849495471117,140.73849495471117,116.0990328664291,93.5436940835256,92.80008540281798,30.64816184607359,21.06375137060624,21.06375137060624,42.99040066729677,12.049536680424117,30.85079837093084,13.61201029449671,17.461202113744847,17.461202113744847,15.440659888335592,7.369510763014267,9.349743341124006,23.273271804124096,41.98427584715927,41.98427584715927,74.66017804112741,34.111577603289106,33.30941107638422,92.58570789184606,183.99534209657008,183.99534209657008,153.4364133579158,111.02530004800742,121.60992979953193,73.88489415632823,19.65038449321544,72.08941976477243,14.662831929748862,67.82189857588781,12.052623828478636,110.5628334039322,30.775941653583164,108.61117395234648,22.07070866325517,102.38989015604419,18.209328036377997,30.600304020348705,7.714779788252603,33.87631446042742,9.250654298384047,28.892160653504394,9.760089861641957,15.763032966911956,1.6268255787126278,15.190380259004135,2.613952448788229,13.630837186649396,3.858245171446626,52.735754505052334,26.328927108474847,52.16820028026266,21.066159572379203,41.621825542428645,18.35549381851693,147.76978831265646,39.3007689864309,144.17883952954486,29.32566385949772,135.64379715177563,24.105247656957268
