date,pm25,pm10,no2,so2,o3,aqi,temperature,humidity,wind_speed,precipitation,respiratory_cases,cardiovascular_cases,mortality_rate,holiday
2024-08-27 15:35:28.099082,71.02700864932852,110.04272909449354,21.08156009777634,18.28651695234872,28.9425483715743,142.05401729865704,,,,,88.0,59.0,1.2839018633616035,0
2024-08-27 15:35:29.135945,71.02700864932852,110.04272909449354,21.08156009777634,18.28651695234872,28.9425483715743,142.05401729865704,28.71628294423938,72.17995874183889,13.260537571230458,0.5628460426717665,88.0,59.0,1.2839018633616035,0
2024-08-28 15:35:28.099082,82.38756700404689,123.81412056883066,49.9617444292082,16.05812206214659,42.714590998255886,164.77513400809377,28.71628294423938,72.17995874183889,13.260537571230458,0.5628460426717665,83.0,55.0,1.3034787469598554,0
2024-08-28 15:35:29.135945,82.38756700404689,123.81412056883066,49.9617444292082,16.05812206214659,42.714590998255886,164.77513400809377,25.86473247796044,61.54899919280975,17.603092774008665,0.0617392112685094,83.0,55.0,1.3034787469598554,0
2024-08-29 15:35:28.099082,72.34171288631241,105.98239172752832,26.55405089780283,14.171823691158218,47.98909173327823,144.68342577262482,25.86473247796044,61.54899919280975,17.603092774008665,0.0617392112685094,95.0,53.0,1.177505789495938,0
2024-08-29 15:35:29.135945,72.34171288631241,105.98239172752832,26.55405089780283,14.171823691158218,47.98909173327823,144.68342577262482,24.472067946621035,49.552760359885866,9.669834037272906,0.1968053282286681,95.0,53.0,1.177505789495938,0
2024-08-30 15:35:28.099082,56.397315735655866,83.9525688027713,30.07047888340464,2.80154765580312,42.9289195710719,112.79463147131172,24.472067946621035,49.552760359885866,9.669834037272906,0.1968053282286681,81.0,54.0,1.18545471107447,0
2024-08-30 15:35:29.135945,56.397315735655866,83.9525688027713,30.07047888340464,2.80154765580312,42.9289195710719,112.79463147131172,20.96502400464088,66.6534717655511,17.679110266455893,3.1105242213831907,81.0,54.0,1.18545471107447,0
2024-08-31 15:35:28.099082,60.80496489976596,92.80008540281798,30.85079837093084,9.349743341124006,33.30941107638422,121.60992979953193,20.96502400464088,66.6534717655511,17.679110266455893,3.1105242213831907,89.0,57.0,0.97799855473792,0
2024-08-31 15:35:29.135945,60.80496489976596,92.80008540281798,30.85079837093084,9.349743341124006,33.30941107638422,121.60992979953193,28.93111439822796,41.70435682194953,14.320754506149049,0.3351936600667781,89.0,57.0,0.97799855473792,0
2024-09-01 15:35:28.099082,59.14367276458026,86.78807121244948,31.074279409819173,11.14577585656945,14.989043198091466,118.28734552916052,28.93111439822796,41.70435682194953,14.320754506149049,0.3351936600667781,75.0,49.0,0.9584332802799136,0
2024-09-01 15:35:29.135945,59.14367276458026,86.78807121244948,31.074279409819173,11.14577585656945,14.989043198091466,118.28734552916052,31.564962624087507,63.19546413489975,1.915037472402533,0.5035656869783619,75.0,49.0,0.9584332802799136,0
2024-09-02 15:35:28.099082,75.86399151962458,112.5355075838433,17.58758685183837,12.440863164092493,38.400610272748445,151.72798303924915,31.564962624087507,63.19546413489975,1.915037472402533,0.5035656869783619,66.0,49.0,1.1445347466521691,0
2024-09-02 15:35:29.135945,75.86399151962458,112.5355075838433,17.58758685183837,12.440863164092493,38.400610272748445,151.72798303924915,33.663719686398444,55.83809268116353,7.233219837744353,1.1955595678428208,66.0,49.0,1.1445347466521691,0
2024-09-03 15:35:28.099082,72.04899899252794,114.41034122385884,22.49769883786816,12.925436794613391,39.50674340710599,144.09799798505588,33.663719686398444,55.83809268116353,7.233219837744353,1.1955595678428208,81.0,67.0,1.2376482112980831,0
2024-09-03 15:35:29.135945,72.04899899252794,114.41034122385884,22.49769883786816,12.925436794613391,39.50674340710599,144.09799798505588,30.092044651443413,68.77125077682764,16.29242703038454,0.1921470089325293,81.0,67.0,1.2376482112980831,0
2024-09-04 15:35:28.099082,60.06955620092429,86.13920954206134,17.929323950887014,21.76943509145682,35.19132444499296,120.13911240184858,30.092044651443413,68.77125077682764,16.29242703038454,0.1921470089325293,78.0,45.0,0.9120918890539104,0
2024-09-04 15:35:29.135945,60.06955620092429,86.13920954206134,17.929323950887014,21.76943509145682,35.19132444499296,120.13911240184858,35.22933030340611,97.10807329462584,21.28840382335748,0.3240703745143791,78.0,45.0,0.9120918890539104,0
2024-09-05 15:35:28.099082,71.98304392988557,105.85256102782904,30.658364412188245,14.216897890200755,30.743830385674865,143.96608785977114,35.22933030340611,97.10807329462584,21.28840382335748,0.3240703745143791,88.0,45.0,1.204014821428003,0
2024-09-05 15:35:29.135945,71.98304392988557,105.85256102782904,30.658364412188245,14.216897890200755,30.743830385674865,143.96608785977114,34.591963111375485,72.71240749841762,20.79843625742742,0.6210565599743756,88.0,45.0,1.204014821428003,0
2024-09-06 15:35:28.099082,54.54806080189144,80.40376964605773,27.301957268368263,9.270340282659827,41.37569773012453,109.09612160378288,34.591963111375485,72.71240749841762,20.79843625742742,0.6210565599743756,74.0,44.0,1.0573232737837976,0
2024-09-06 15:35:29.135945,54.54806080189144,80.40376964605773,27.301957268368263,9.270340282659827,41.37569773012453,109.09612160378288,32.64629545853227,78.81903608086239,17.083755574082822,0.1623244759749492,74.0,44.0,1.0573232737837976,0
2024-09-07 15:35:28.099082,63.53256605147258,95.89698035461218,37.14946116818065,8.991636144104987,24.831154132563743,127.06513210294516,32.64629545853227,78.81903608086239,17.083755574082822,0.1623244759749492,71.0,55.0,1.3588119516522004,0
2024-09-07 15:35:29.135945,63.53256605147258,95.89698035461218,37.14946116818065,8.991636144104987,24.831154132563743,127.06513210294516,23.511455699153544,66.89177403698092,3.481577046136916,0.1034704821390179,71.0,55.0,1.3588119516522004,0
2024-09-08 15:35:28.099082,55.51265002400371,93.5436940835256,12.049536680424117,7.369510763014267,34.111577603289106,111.02530004800742,23.511455699153544,66.89177403698092,3.481577046136916,0.1034704821390179,58.0,43.0,1.078004505553119,0
2024-09-08 15:35:29.135945,55.51265002400371,93.5436940835256,12.049536680424117,7.369510763014267,34.111577603289106,111.02530004800742,33.35340512911768,49.53366556525642,15.667620190138631,0.4511413901065088,58.0,43.0,1.078004505553119,0
2024-09-09 15:35:28.099082,67.72475583725404,101.50793994928635,45.77968322758633,19.18805647582477,56.18424607031149,135.44951167450807,33.35340512911768,49.53366556525642,15.667620190138631,0.4511413901065088,71.0,55.0,1.1802429838743949,0
2024-09-09 15:35:29.135945,67.72475583725404,101.50793994928635,45.77968322758633,19.18805647582477,56.18424607031149,135.44951167450807,35.56830094440361,26.069470815500416,6.254960694525942,0.0754222524596356,71.0,55.0,1.1802429838743949,0
2024-09-10 15:35:28.099082,60.24958319503738,96.22337089351564,39.876868584628426,11.606253689393192,29.6515675984036,120.49916639007478,35.56830094440361,26.069470815500416,6.254960694525942,0.0754222524596356,87.0,60.0,1.0962771321393867,0
2024-09-10 15:35:29.135945,60.24958319503738,96.22337089351564,39.876868584628426,11.606253689393192,29.6515675984036,120.49916639007478,35.89601454577663,52.922452814653504,12.524437970997406,0.2718254255408245,87.0,60.0,1.0962771321393867,0
2024-09-11 15:35:28.099082,79.6953664344878,117.5274734766461,22.88138500590833,12.647406319451342,57.43635850487664,159.3907328689756,35.89601454577663,52.922452814653504,12.524437970997406,0.2718254255408245,87.0,52.0,1.338865031616769,0
2024-09-11 15:35:29.135945,79.6953664344878,117.5274734766461,22.88138500590833,12.647406319451342,57.43635850487664,159.3907328689756,32.82865904268737,67.45039734002536,0.0,0.32977248834317,87.0,52.0,1.338865031616769,0
2024-09-12 15:35:28.099082,76.7182066789579,116.0990328664291,42.99040066729677,15.440659888335592,74.66017804112741,153.4364133579158,32.82865904268737,67.45039734002536,0.0,0.32977248834317,89.0,54.0,1.3020515795535814,0
2024-09-12 15:35:29.135945,76.7182066789579,116.0990328664291,42.99040066729677,15.440659888335592,74.66017804112741,153.4364133579158,28.0463045586381,72.46420320194842,12.109040964331216,0.0247097096526447,89.0,54.0,1.3020515795535814,0
2024-09-13 15:35:28.099082,81.94750121346178,120.29147516247404,33.89395052089225,16.377073031782498,81.9875040958361,163.89500242692355,28.0463045586381,72.46420320194842,12.109040964331216,0.0247097096526447,98.0,45.0,1.4276665173610146,0
2024-09-13 15:35:29.135945,81.94750121346178,120.29147516247404,33.89395052089225,16.377073031782498,81.9875040958361,163.89500242692355,30.344379445427556,64.16479272570864,8.553678663030249,0.5754919586306497,98.0,45.0,1.4276665173610146,0
2024-09-14 15:35:28.099082,91.99767104828504,140.73849495471117,21.06375137060624,17.461202113744847,41.98427584715927,183.99534209657008,30.344379445427556,64.16479272570864,8.553678663030249,0.5754919586306497,88.0,34.0,1.447511927642426,0
2024-09-14 15:35:29.135945,91.99767104828504,140.73849495471117,21.06375137060624,17.461202113744847,41.98427584715927,183.99534209657008,32.440112556502726,36.2305940875615,9.245803518587609,0.1642813788727737,88.0,34.0,1.447511927642426,0
2024-09-15 15:35:28.099082,46.29285394592303,67.89043036336295,30.64816184607359,13.61201029449671,23.273271804124096,92.58570789184606,32.440112556502726,36.2305940875615,9.245803518587609,0.1642813788727737,82.0,38.0,0.8118500578459937,0
2024-09-15 15:35:29.135945,46.29285394592303,67.89043036336295,30.64816184607359,13.61201029449671,23.273271804124096,92.58570789184606,21.91222892944252,57.92285436150319,2.5826240627837755,0.0154589244453825,82.0,38.0,0.8118500578459937,0
2024-09-16 15:35:28.099082,58.8405939983371,73.49371365189673,33.48279468772531,16.25105397648517,32.367927286102095,117.6811879966742,21.91222892944252,57.92285436150319,2.5826240627837755,0.0154589244453825,71.0,68.0,1.2496365537661789,0
2024-09-16 15:35:29.135945,58.8405939983371,73.49371365189673,33.48279468772531,16.25105397648517,32.367927286102095,117.6811879966742,30.7152690404194,78.86057206311938,9.278202317832427,0.0591141831152862,71.0,68.0,1.2496365537661789,0
2024-09-17 15:35:28.099082,97.80997486164505,147.21689200344406,42.2240202598494,11.68239220825533,47.783128706736925,195.6199497232901,30.7152690404194,78.86057206311938,9.278202317832427,0.0591141831152862,92.0,42.0,1.3036097429827649,0
